Time,id,iq,Te,omega_m
0.484,1.203,6.937,4.112,176.682
0.484,1.203,6.937,4.112,176.718
0.484,1.203,6.937,4.112,176.754
0.484,1.203,6.937,4.112,176.790
0.484,1.203,6.937,4.112,176.826
0.484,1.203,6.937,4.112,176.862
0.484,1.203,6.937,4.112,176.899
0.484,1.203,6.937,4.112,176.935
0.484,1.203,6.937,4.112,176.971
0.485,1.203,6.937,4.112,177.007
0.485,1.203,6.937,4.112,177.043
0.485,1.203,6.937,4.112,177.079
0.485,1.203,6.937,4.112,177.115
0.485,1.203,6.937,4.112,177.151
0.485,1.203,6.937,4.112,177.187
0.485,1.203,6.937,4.112,177.224
0.485,1.203,6.937,4.112,177.260
0.485,1.203,6.937,4.112,177.296
0.485,1.203,6.937,4.112,177.332
0.486,1.203,6.937,4.112,177.368
0.486,1.203,6.937,4.112,177.404
0.486,1.203,6.937,4.112,177.440
0.486,1.203,6.937,4.112,177.476
0.486,1.203,6.937,4.112,177.513
0.486,1.203,6.937,4.112,177.549
0.486,1.203,6.937,4.112,177.585
0.486,1.203,6.937,4.112,177.621
0.486,1.203,6.937,4.112,177.657
0.486,1.203,6.937,4.112,177.693
0.487,1.203,6.937,4.112,177.729
0.487,1.203,6.937,4.112,177.765
0.487,1.203,6.937,4.112,177.801
0.487,1.203,6.937,4.112,177.838
0.487,1.203,6.937,4.112,177.874
0.487,1.203,6.937,4.112,177.910
0.487,1.203,6.937,4.112,177.946
0.487,1.203,6.937,4.112,177.982
0.487,1.203,6.937,4.112,178.018
0.487,1.203,6.937,4.112,178.054
0.488,1.203,6.937,4.112,178.090
0.488,1.203,6.937,4.112,178.127
0.488,1.203,6.937,4.112,178.163
0.488,1.203,6.937,4.112,178.199
0.488,1.203,6.937,4.112,178.235
0.488,1.203,6.937,4.112,178.271
0.488,1.203,6.937,4.112,178.307
0.488,1.203,6.937,4.112,178.343
0.488,1.203,6.937,4.112,178.379
0.488,1.203,6.937,4.112,178.416
0.489,1.203,6.937,4.112,178.452
0.489,1.203,6.937,4.112,178.488
0.489,1.203,6.937,4.112,178.524
0.489,1.203,6.937,4.112,178.560
0.489,1.203,6.937,4.112,178.596
0.489,1.203,6.937,4.112,178.632
0.489,1.203,6.937,4.112,178.668
0.489,1.203,6.937,4.112,178.704
0.489,1.203,6.937,4.112,178.741
0.489,1.203,6.937,4.112,178.777
0.490,1.203,6.937,4.112,178.813
0.490,1.203,6.937,4.112,178.849
0.490,1.203,6.937,4.112,178.885
0.490,1.203,6.937,4.112,178.921
0.490,1.203,6.937,4.112,178.957
0.490,1.203,6.937,4.112,178.993
0.490,1.203,6.937,4.112,179.030
0.490,1.203,6.937,4.112,179.066
0.490,1.203,6.937,4.112,179.102
0.490,1.203,6.937,4.112,179.138
0.491,1.203,6.937,4.112,179.174
0.491,1.203,6.937,4.112,179.210
0.491,1.203,6.937,4.112,179.246
0.491,1.203,6.937,4.112,179.282
0.491,1.203,6.937,4.112,179.319
0.491,1.203,6.937,4.112,179.355
0.491,1.203,6.937,4.112,179.391
0.491,1.203,6.937,4.112,179.427
0.491,1.203,6.937,4.112,179.463
0.491,1.203,6.937,4.112,179.499
0.492,1.203,6.937,4.112,179.535
0.492,1.203,6.937,4.112,179.571
0.492,1.203,6.937,4.112,179.607
0.492,1.203,6.937,4.112,179.644
0.492,1.203,6.937,4.112,179.680
0.492,1.203,6.937,4.112,179.716
0.492,1.203,6.937,4.112,179.752
0.492,1.203,6.937,4.112,179.788
0.492,1.203,6.937,4.112,179.824
0.492,1.203,6.937,4.112,179.860
0.493,1.203,6.937,4.112,179.896
0.493,1.203,6.937,4.112,179.933
0.493,1.203,6.937,4.112,179.969
0.493,1.203,6.937,4.112,180.005
0.493,1.203,6.937,4.112,180.041
0.493,1.203,6.937,4.112,180.077
0.493,1.203,6.937,4.112,180.113
0.493,1.203,6.937,4.112,180.149
0.493,1.203,6.937,4.112,180.185
0.493,1.203,6.937,4.112,180.221
0.494,1.203,6.937,4.112,180.258
0.494,1.203,6.937,4.112,180.294
0.494,1.203,6.937,4.112,180.330
0.494,1.203,6.937,4.112,180.366
0.494,1.203,6.937,4.112,180.402
0.494,1.203,6.937,4.112,180.438
0.494,1.203,6.937,4.112,180.474
0.494,1.203,6.937,4.112,180.510
0.494,1.203,6.937,4.112,180.547
0.494,1.203,6.937,4.112,180.583
0.495,1.203,6.937,4.112,180.619
0.495,1.203,6.937,4.112,180.655
0.495,1.203,6.937,4.112,180.691
0.495,1.203,6.937,4.112,180.727
0.495,1.203,6.937,4.112,180.763
0.495,1.203,6.937,4.112,180.799
0.495,1.203,6.937,4.112,180.836
0.495,1.203,6.937,4.112,180.872
0.495,1.203,6.937,4.112,180.908
0.495,1.203,6.937,4.112,180.944
0.496,1.203,6.937,4.112,180.980
0.496,1.203,6.937,4.112,181.016
0.496,1.203,6.937,4.112,181.052
0.496,1.203,6.937,4.112,181.088
0.496,1.203,6.937,4.112,181.124
0.496,1.203,6.937,4.112,181.161
0.496,1.203,6.937,4.112,181.197
0.496,1.203,6.937,4.112,181.233
0.496,1.203,6.937,4.112,181.269
0.496,1.203,6.937,4.112,181.305
0.497,1.203,6.937,4.112,181.341
0.497,1.203,6.937,4.112,181.377
0.497,1.203,6.937,4.112,181.413
0.497,1.203,6.937,4.112,181.450
0.497,1.203,6.937,4.112,181.486
0.497,1.203,6.937,4.112,181.522
0.497,1.203,6.937,4.112,181.558
0.497,1.203,6.937,4.112,181.594
0.497,1.203,6.937,4.112,181.630
0.497,1.203,6.937,4.112,181.666
0.498,1.203,6.937,4.112,181.702
0.498,1.203,6.937,4.112,181.739
0.498,1.203,6.937,4.112,181.775
0.498,1.203,6.937,4.112,181.811
0.498,1.203,6.937,4.112,181.847
0.498,1.203,6.937,4.112,181.883
0.498,1.203,6.937,4.112,181.919
0.498,1.203,6.937,4.112,181.955
0.498,1.203,6.937,4.112,181.991
0.498,1.203,6.937,4.112,182.027
0.499,1.203,6.937,4.112,182.064
0.499,1.203,6.937,4.112,182.100
0.499,1.203,6.937,4.112,182.136
0.499,1.203,6.937,4.112,182.172
0.499,1.203,6.937,4.112,182.208
0.499,1.203,6.937,4.112,182.244
0.499,1.203,6.937,4.112,182.280
0.499,1.203,6.937,4.112,182.316
0.499,1.203,6.937,4.112,182.353
0.499,1.203,6.937,4.112,182.389
0.500,1.203,6.937,4.112,182.425
0.500,1.203,6.937,4.112,182.461
0.500,1.203,6.937,4.112,182.497
0.500,1.203,6.937,4.112,182.533
0.500,1.203,6.937,4.112,182.569
0.500,1.203,6.937,4.112,182.605
0.500,1.203,6.937,4.112,182.641
0.500,1.203,6.937,4.112,182.678
0.500,1.203,6.937,4.112,182.714
0.500,1.203,6.937,4.112,182.750
0.501,1.203,6.937,4.112,182.786
0.501,1.203,6.937,4.112,182.822
0.501,1.203,6.937,4.112,182.858
0.501,1.203,6.937,4.112,182.894
0.501,1.203,6.937,4.112,182.930
0.501,1.203,6.937,4.112,182.967
0.501,1.203,6.937,4.112,183.003
0.501,1.203,6.937,4.112,183.039
0.501,1.203,6.937,4.112,183.075
0.501,1.203,6.937,4.112,183.111
0.502,1.203,6.937,4.112,183.147
0.502,1.203,6.937,4.112,183.183
0.502,1.203,6.937,4.112,183.219
0.502,1.203,6.937,4.112,183.256
0.502,1.203,6.937,4.112,183.292
0.502,1.203,6.937,4.112,183.328
0.502,1.203,6.937,4.112,183.364
0.502,1.203,6.937,4.112,183.400
0.502,1.203,6.937,4.112,183.436
0.502,1.203,6.937,4.112,183.472
0.503,1.203,6.937,4.112,183.508
0.503,1.203,6.937,4.112,183.544
0.503,1.203,6.937,4.112,183.581
0.503,1.203,6.937,4.112,183.617
0.503,1.203,6.937,4.112,183.653
0.503,1.203,6.937,4.112,183.689
0.503,1.203,6.937,4.112,183.725
0.503,1.203,6.937,4.112,183.761
0.503,1.203,6.937,4.112,183.797
0.503,1.203,6.937,4.112,183.833
0.504,1.203,6.937,4.112,183.870
0.504,1.203,6.937,4.112,183.906
0.504,1.203,6.937,4.112,183.942
0.504,1.203,6.937,4.112,183.978
0.504,1.203,6.937,4.112,184.014
0.504,1.203,6.937,4.112,184.050
0.504,1.203,6.937,4.112,184.086
0.504,1.203,6.937,4.112,184.122
0.504,1.203,6.937,4.112,184.159
0.504,1.203,6.937,4.112,184.195
0.505,1.203,6.937,4.112,184.231
0.505,1.203,6.937,4.112,184.267
0.505,1.203,6.937,4.112,184.303
0.505,1.203,6.937,4.112,184.339
0.505,1.203,6.937,4.112,184.375
0.505,1.203,6.937,4.112,184.411
0.505,1.203,6.937,4.112,184.447
0.505,1.203,6.937,4.112,184.484
0.505,1.203,6.937,4.112,184.520
0.505,1.203,6.937,4.112,184.556
0.506,1.203,6.937,4.112,184.592
0.506,1.203,6.937,4.112,184.628
0.506,1.203,6.937,4.112,184.664
0.506,1.203,6.937,4.112,184.700
0.506,1.203,6.937,4.112,184.736
0.506,1.203,6.937,4.112,184.773
0.506,1.203,6.937,4.112,184.809
0.506,1.203,6.937,4.112,184.845
0.506,1.203,6.937,4.112,184.881
0.506,1.203,6.937,4.112,184.917
0.507,1.203,6.937,4.112,184.953
0.507,1.203,6.937,4.112,184.989
0.507,1.203,6.937,4.112,185.025
0.507,1.203,6.937,4.112,185.061
0.507,1.203,6.937,4.112,185.098
0.507,1.203,6.937,4.112,185.134
0.507,1.203,6.937,4.112,185.170
0.507,1.203,6.937,4.112,185.206
0.507,1.203,6.937,4.112,185.242
0.507,1.203,6.937,4.112,185.278
0.508,1.203,6.937,4.112,185.314
0.508,1.203,6.937,4.112,185.350
0.508,1.203,6.937,4.112,185.387
0.508,1.203,6.937,4.112,185.423
0.508,1.203,6.937,4.112,185.459
0.508,1.203,6.937,4.112,185.495
0.508,1.203,6.937,4.112,185.531
0.508,1.203,6.937,4.112,185.567
0.508,1.203,6.937,4.112,185.603
0.508,1.203,6.937,4.112,185.639
0.509,1.203,6.937,4.112,185.676
0.509,1.203,6.937,4.112,185.712
0.509,1.203,6.937,4.112,185.748
0.509,1.203,6.937,4.112,185.784
0.509,1.203,6.937,4.112,185.820
0.509,1.203,6.937,4.112,185.856
0.509,1.203,6.937,4.112,185.892
0.509,1.203,6.937,4.112,185.928
0.509,1.203,6.937,4.112,185.964
0.509,1.203,6.937,4.112,186.001
0.510,1.203,6.937,4.112,186.037
0.510,1.203,6.937,4.112,186.073
0.510,1.203,6.937,4.112,186.109
0.510,1.203,6.937,4.112,186.145
0.510,1.203,6.937,4.112,186.181
0.510,1.203,6.937,4.112,186.217
0.510,1.203,6.937,4.112,186.253
0.510,1.203,6.937,4.112,186.290
0.510,1.203,6.937,4.112,186.326
0.510,1.203,6.937,4.112,186.362
0.511,1.203,6.937,4.112,186.398
0.511,1.203,6.937,4.112,186.434
0.511,1.203,6.937,4.112,186.470
0.511,1.203,6.937,4.112,186.506
0.511,1.203,6.937,4.112,186.542
0.511,1.203,6.937,4.112,186.579
0.511,1.203,6.937,4.112,186.615
0.511,1.203,6.937,4.112,186.651
0.511,1.203,6.937,4.112,186.687
0.511,1.203,6.937,4.112,186.723
0.512,1.203,6.937,4.112,186.759
0.512,1.203,6.937,4.112,186.795
0.512,1.203,6.937,4.112,186.831
0.512,1.203,6.937,4.112,186.867
0.512,1.203,6.937,4.112,186.904
0.512,1.203,6.937,4.112,186.940
0.512,1.203,6.937,4.112,186.976
0.512,1.203,6.937,4.112,187.012
0.512,1.203,6.937,4.112,187.048
0.512,1.203,6.937,4.112,187.084
0.513,1.203,6.937,4.112,187.120
0.513,1.203,6.937,4.112,187.156
0.513,1.203,6.937,4.112,187.193
0.513,1.203,6.937,4.112,187.229
0.513,1.203,6.937,4.112,187.265
0.513,1.203,6.937,4.112,187.301
0.513,1.203,6.937,4.112,187.337
0.513,1.203,6.937,4.112,187.373
0.513,1.203,6.937,4.112,187.409
0.513,1.203,6.937,4.112,187.445
0.514,1.203,6.937,4.112,187.482
0.514,1.203,6.937,4.112,187.518
0.514,1.203,6.937,4.112,187.554
0.514,1.203,6.937,4.112,187.590
0.514,1.203,6.937,4.112,187.626
0.514,1.203,6.937,4.112,187.662
0.514,1.203,6.937,4.112,187.698
0.514,1.203,6.937,4.112,187.734
0.514,1.203,6.937,4.112,187.770
0.514,1.203,6.937,4.112,187.807
0.515,1.203,6.937,4.112,187.843
0.515,1.203,6.937,4.112,187.879
0.515,1.203,6.937,4.112,187.915
0.515,1.203,6.937,4.112,187.951
0.515,1.203,6.937,4.112,187.987
0.515,1.203,6.937,4.112,188.023
0.515,1.203,6.937,4.112,188.059
0.515,1.203,6.937,4.112,188.096
0.515,1.203,6.937,4.112,188.132
0.515,1.203,6.937,4.112,188.168
0.516,1.203,6.937,4.112,188.204
0.516,1.203,6.937,4.112,188.240
0.516,1.203,6.937,4.112,188.276
0.516,1.203,6.937,4.112,188.312
0.516,1.203,6.937,4.112,188.348
0.516,1.203,6.937,4.112,188.384
0.516,1.203,6.937,4.112,188.421
0.516,1.203,6.937,4.112,188.457
0.516,1.203,6.937,4.112,188.493
0.516,1.203,6.937,4.112,188.529
0.517,1.203,6.937,4.112,188.565
0.517,1.203,6.937,4.112,188.601
0.517,1.203,6.937,4.112,188.637
0.517,1.203,6.937,4.112,188.673
0.517,1.203,6.937,4.112,188.710
0.517,1.203,6.937,4.112,188.746
0.517,1.203,6.937,4.112,188.782
0.517,1.203,6.937,4.112,188.818
0.517,1.203,6.937,4.112,188.854
0.517,1.203,6.937,4.112,188.890
0.518,1.203,6.937,4.112,188.926
0.518,1.203,6.937,4.112,188.962
0.518,1.203,6.937,4.112,188.999
0.518,1.203,6.937,4.112,189.035
0.518,1.203,6.937,4.112,189.071
0.518,1.203,6.937,4.112,189.107
0.518,1.203,6.937,4.112,189.143
0.518,1.203,6.937,4.112,189.179
0.518,1.203,6.937,4.112,189.215
0.518,1.203,6.937,4.112,189.251
0.519,1.203,6.937,4.112,189.287
0.519,1.203,6.937,4.112,189.324
0.519,1.203,6.937,4.112,189.360
0.519,1.203,6.937,4.112,189.396
0.519,1.203,6.937,4.112,189.432
0.519,1.203,6.937,4.112,189.468
0.519,1.203,6.937,4.112,189.504
0.519,1.203,6.937,4.112,189.540
0.519,1.203,6.937,4.112,189.576
0.519,1.203,6.937,4.112,189.613
0.520,1.203,6.937,4.112,189.649
0.520,1.203,6.937,4.112,189.685
0.520,1.203,6.937,4.112,189.721
0.520,1.203,6.937,4.112,189.757
0.520,1.203,6.937,4.112,189.793
0.520,1.203,6.937,4.112,189.829
0.520,1.203,6.937,4.112,189.865
0.520,1.203,6.937,4.112,189.902
0.520,1.203,6.937,4.112,189.938
0.520,1.203,6.937,4.112,189.974
0.521,1.203,6.937,4.112,190.010
0.521,1.203,6.937,4.112,190.046
0.521,1.203,6.937,4.112,190.082
0.521,1.203,6.937,4.112,190.118
0.521,1.203,6.937,4.112,190.154
0.521,1.203,6.937,4.112,190.190
0.521,1.203,6.937,4.112,190.227
0.521,1.203,6.937,4.112,190.263
0.521,1.203,6.937,4.112,190.299
0.521,1.203,6.937,4.112,190.335
0.522,1.203,6.937,4.112,190.371
0.522,1.203,6.937,4.112,190.407
0.522,1.203,6.937,4.112,190.443
0.522,1.203,6.937,4.112,190.479
0.522,1.203,6.937,4.112,190.516
0.522,1.203,6.937,4.112,190.552
0.522,1.203,6.937,4.112,190.588
0.522,1.203,6.937,4.112,190.624
0.522,1.203,6.937,4.112,190.660
0.522,1.203,6.937,4.112,190.696
0.523,1.203,6.937,4.112,190.732
0.523,1.203,6.937,4.112,190.768
0.523,1.203,6.937,4.112,190.804
0.523,1.203,6.937,4.112,190.841
0.523,1.203,6.937,4.112,190.877
0.523,1.203,6.937,4.112,190.913
0.523,1.203,6.937,4.112,190.949
0.523,1.203,6.937,4.112,190.985
0.523,1.203,6.937,4.112,191.021
0.523,1.203,6.937,4.112,191.057
0.524,1.203,6.937,4.112,191.093
0.524,1.203,6.937,4.112,191.130
0.524,1.203,6.937,4.112,191.166
0.524,1.203,6.937,4.112,191.202
0.524,1.203,6.937,4.112,191.238
0.524,1.203,6.937,4.112,191.274
0.524,1.203,6.937,4.112,191.310
0.524,1.203,6.937,4.112,191.346
0.524,1.203,6.937,4.112,191.382
0.524,1.203,6.937,4.112,191.419
0.525,1.203,6.937,4.112,191.455
0.525,1.203,6.937,4.112,191.491
0.525,1.203,6.937,4.112,191.527
0.525,1.203,6.937,4.112,191.563
0.525,1.203,6.937,4.112,191.599
0.525,1.203,6.937,4.112,191.635
0.525,1.203,6.937,4.112,191.671
0.525,1.203,6.937,4.112,191.707
0.525,1.203,6.937,4.112,191.744
0.525,1.203,6.937,4.112,191.780
0.526,1.203,6.937,4.112,191.816
0.526,1.203,6.937,4.112,191.852
0.526,1.203,6.937,4.112,191.888
0.526,1.203,6.937,4.112,191.924
0.526,1.203,6.937,4.112,191.960
0.526,1.203,6.937,4.112,191.996
0.526,1.203,6.937,4.112,192.033
0.526,1.203,6.937,4.112,192.069
0.526,1.203,6.937,4.112,192.105
0.526,1.203,6.937,4.112,192.141
0.527,1.203,6.937,4.112,192.177
0.527,1.203,6.937,4.112,192.213
0.527,1.203,6.937,4.112,192.249
0.527,1.203,6.937,4.112,192.285
0.527,1.203,6.937,4.112,192.322
0.527,1.203,6.937,4.112,192.358
0.527,1.203,6.937,4.112,192.394
0.527,1.203,6.937,4.112,192.430
0.527,1.203,6.937,4.112,192.466
0.527,1.203,6.937,4.112,192.502
0.528,1.203,6.937,4.112,192.538
0.528,1.203,6.937,4.112,192.574
0.528,1.203,6.937,4.112,192.610
0.528,1.203,6.937,4.112,192.647
0.528,1.203,6.937,4.112,192.683
0.528,1.203,6.937,4.112,192.719
0.528,1.203,6.937,4.112,192.755
0.528,1.203,6.937,4.112,192.791
0.528,1.203,6.937,4.112,192.827
0.528,1.203,6.937,4.112,192.863
0.529,1.203,6.937,4.112,192.899
0.529,1.203,6.937,4.112,192.936
0.529,1.203,6.937,4.112,192.972
0.529,1.203,6.937,4.112,193.008
0.529,1.203,6.937,4.112,193.044
0.529,1.203,6.937,4.112,193.080
0.529,1.203,6.937,4.112,193.116
0.529,1.203,6.937,4.112,193.152
0.529,1.203,6.937,4.112,193.188
0.529,1.203,6.937,4.112,193.224
0.530,1.203,6.937,4.112,193.261
0.530,1.203,6.937,4.112,193.297
0.530,1.203,6.937,4.112,193.333
0.530,1.203,6.937,4.112,193.369
0.530,1.203,6.937,4.112,193.405
0.530,1.203,6.937,4.112,193.441
0.530,1.203,6.937,4.112,193.477
0.530,1.203,6.937,4.112,193.513
0.530,1.203,6.937,4.112,193.550
0.530,1.203,6.937,4.112,193.586
0.531,1.203,6.937,4.112,193.622
0.531,1.203,6.937,4.112,193.658
0.531,1.203,6.937,4.112,193.694
0.531,1.203,6.937,4.112,193.730
0.531,1.203,6.937,4.112,193.766
0.531,1.203,6.937,4.112,193.802
0.531,1.203,6.937,4.112,193.839
0.531,1.203,6.937,4.112,193.875
0.531,1.203,6.937,4.112,193.911
0.531,1.203,6.937,4.112,193.947
0.532,1.203,6.937,4.112,193.983
0.532,1.203,6.937,4.112,194.019
0.532,1.203,6.937,4.112,194.055
0.532,1.203,6.937,4.112,194.091
0.532,1.203,6.937,4.112,194.127
0.532,1.203,6.937,4.112,194.164
0.532,1.203,6.937,4.112,194.200
0.532,1.203,6.937,4.112,194.236
0.532,1.203,6.937,4.112,194.272
0.532,1.203,6.937,4.112,194.308
0.533,1.203,6.937,4.112,194.344
0.533,1.203,6.937,4.112,194.380
0.533,1.203,6.937,4.112,194.416
0.533,1.203,6.937,4.112,194.453
0.533,1.203,6.937,4.112,194.489
0.533,1.203,6.937,4.112,194.525
0.533,1.203,6.937,4.112,194.561
0.533,1.203,6.937,4.112,194.597
0.533,1.203,6.937,4.112,194.633
0.533,1.203,6.937,4.112,194.669
0.534,1.203,6.937,4.112,194.705
0.534,1.203,6.937,4.112,194.742
0.534,1.203,6.937,4.112,194.778
0.534,1.203,6.937,4.112,194.814
0.534,1.203,6.937,4.112,194.850
0.534,1.203,6.937,4.112,194.886
0.534,1.203,6.937,4.112,194.922
0.534,1.203,6.937,4.112,194.958
0.534,1.203,6.937,4.112,194.994
0.534,1.203,6.937,4.112,195.030
0.535,1.203,6.937,4.112,195.067
0.535,1.203,6.937,4.112,195.103
0.535,1.203,6.937,4.112,195.139
0.535,1.203,6.937,4.112,195.175
0.535,1.203,6.937,4.112,195.211
0.535,1.203,6.937,4.112,195.247
0.535,1.203,6.937,4.112,195.283
0.535,1.203,6.937,4.112,195.319
0.535,1.203,6.937,4.112,195.356
0.535,1.203,6.937,4.112,195.392
0.536,1.203,6.937,4.112,195.428
0.536,1.203,6.937,4.112,195.464
0.536,1.203,6.937,4.112,195.500
0.536,1.203,6.937,4.112,195.536
0.536,1.203,6.937,4.112,195.572
0.536,1.203,6.937,4.112,195.608
0.536,1.203,6.937,4.112,195.645
0.536,1.203,6.937,4.112,195.681
0.536,1.203,6.937,4.112,195.717
0.536,1.203,6.937,4.112,195.753
0.537,1.203,6.937,4.112,195.789
0.537,1.203,6.937,4.112,195.825
0.537,1.203,6.937,4.112,195.861
0.537,1.203,6.937,4.112,195.897
0.537,1.203,6.937,4.112,195.933
0.537,1.203,6.937,4.112,195.970
0.537,1.203,6.937,4.112,196.006
0.537,1.203,6.937,4.112,196.042
0.537,1.203,6.937,4.112,196.078
0.537,1.203,6.937,4.112,196.114
0.538,1.203,6.937,4.112,196.150
0.538,1.203,6.937,4.112,196.186
0.538,1.203,6.937,4.112,196.222
0.538,1.203,6.937,4.112,196.259
0.538,1.203,6.937,4.112,196.295
0.538,1.203,6.937,4.112,196.331
0.538,1.203,6.937,4.112,196.367
0.538,1.203,6.937,4.112,196.403
0.538,1.203,6.937,4.112,196.439
0.538,1.203,6.937,4.112,196.475
0.539,1.203,6.937,4.112,196.511
0.539,1.203,6.937,4.112,196.547
0.539,1.203,6.937,4.112,196.584
0.539,1.203,6.937,4.112,196.620
0.539,1.203,6.937,4.112,196.656
0.539,1.203,6.937,4.112,196.692
0.539,1.203,6.937,4.112,196.728
0.539,1.203,6.937,4.112,196.764
0.539,1.203,6.937,4.112,196.800
0.539,1.203,6.937,4.112,196.836
0.540,1.203,6.937,4.112,196.873
0.540,1.203,6.937,4.112,196.909
0.540,1.203,6.937,4.112,196.945
0.540,1.203,6.937,4.112,196.981
0.540,1.203,6.937,4.112,197.017
0.540,1.203,6.937,4.112,197.053
0.540,1.203,6.937,4.112,197.089
0.540,1.203,6.937,4.112,197.125
0.540,1.203,6.937,4.112,197.162
0.540,1.203,6.937,4.112,197.198
0.541,1.203,6.937,4.112,197.234
0.541,1.203,6.937,4.112,197.270
0.541,1.203,6.937,4.112,197.306
0.541,1.203,6.937,4.112,197.342
0.541,1.203,6.937,4.112,197.378
0.541,1.203,6.937,4.112,197.414
0.541,1.203,6.937,4.112,197.450
0.541,1.203,6.937,4.112,197.487
0.541,1.203,6.937,4.112,197.523
0.541,1.203,6.937,4.112,197.559
0.542,1.203,6.937,4.112,197.595
0.542,1.203,6.937,4.112,197.631
0.542,1.203,6.937,4.112,197.667
0.542,1.203,6.937,4.112,197.703
0.542,1.203,6.937,4.112,197.739
0.542,1.203,6.937,4.112,197.776
0.542,1.203,6.937,4.112,197.812
0.542,1.203,6.937,4.112,197.848
0.542,1.203,6.937,4.112,197.884
0.542,1.203,6.937,4.112,197.920
0.543,1.203,6.937,4.112,197.956
0.543,1.203,6.937,4.112,197.992
0.543,1.203,6.937,4.112,198.028
0.543,1.203,6.937,4.112,198.065
0.543,1.203,6.937,4.112,198.101
0.543,1.203,6.937,4.112,198.137
0.543,1.203,6.937,4.112,198.173
0.543,1.203,6.937,4.112,198.209
0.543,1.203,6.937,4.112,198.245
0.543,1.203,6.937,4.112,198.281
0.544,1.203,6.937,4.112,198.317
0.544,1.203,6.937,4.112,198.353
0.544,1.203,6.937,4.112,198.390
0.544,1.203,6.937,4.112,198.426
0.544,1.203,6.937,4.112,198.462
0.544,1.203,6.937,4.112,198.498
0.544,1.203,6.937,4.112,198.534
0.544,1.203,6.937,4.112,198.570
0.544,1.203,6.937,4.112,198.606
0.544,1.203,6.937,4.112,198.642
0.545,1.203,6.937,4.112,198.679
0.545,1.203,6.937,4.112,198.715
0.545,1.203,6.937,4.112,198.751
0.545,1.203,6.937,4.112,198.787
0.545,1.203,6.937,4.112,198.823
0.545,1.203,6.937,4.112,198.859
0.545,1.203,6.937,4.112,198.895
0.545,1.203,6.937,4.112,198.931
0.545,1.203,6.937,4.112,198.968
0.545,1.203,6.937,4.112,199.004
0.546,1.203,6.937,4.112,199.040
0.546,1.203,6.937,4.112,199.076
0.546,1.203,6.937,4.112,199.112
0.546,1.203,6.937,4.112,199.148
0.546,1.203,6.937,4.112,199.184
0.546,1.203,6.937,4.112,199.220
0.546,1.203,6.937,4.112,199.256
0.546,1.203,6.937,4.112,199.293
0.546,1.203,6.937,4.112,199.329
0.546,1.203,6.937,4.112,199.365
0.547,1.203,6.937,4.112,199.401
0.547,1.203,6.937,4.112,199.437
0.547,1.203,6.937,4.112,199.473
0.547,1.203,6.937,4.112,199.509
0.547,1.203,6.937,4.112,199.545
0.547,1.203,6.937,4.112,199.582
0.547,1.203,6.937,4.112,199.618
0.547,1.203,6.937,4.112,199.654
0.547,1.203,6.937,4.112,199.690
0.547,1.203,6.937,4.112,199.726
0.548,1.203,6.937,4.112,199.762
0.548,1.203,6.937,4.112,199.798
0.548,1.203,6.937,4.112,199.834
0.548,1.203,6.937,4.112,199.870
0.548,1.203,6.937,4.112,199.907
0.548,1.203,6.937,4.112,199.943
0.548,1.203,6.937,4.112,199.979
0.548,1.203,6.937,4.112,200.015
0.548,1.203,6.937,4.112,200.051
0.548,1.203,6.937,4.112,200.087
0.549,1.203,6.937,4.112,200.123
0.549,1.203,6.937,4.112,200.159
0.549,1.203,6.937,4.112,200.196
0.549,1.203,6.937,4.112,200.232
0.549,1.203,6.937,4.112,200.268
0.549,1.203,6.937,4.112,200.304
0.549,1.203,6.937,4.112,200.340
0.549,1.203,6.937,4.112,200.376
0.549,1.203,6.937,4.112,200.412
0.549,1.203,6.937,4.112,200.448
0.550,1.203,6.937,4.112,200.485
0.550,1.203,6.937,4.112,200.521
0.550,1.203,6.937,4.112,200.557
0.550,1.203,6.937,4.112,200.593
0.550,1.203,6.937,4.112,200.629
0.550,1.203,6.937,4.112,200.665
0.550,1.203,6.937,4.112,200.701
0.550,1.203,6.937,4.112,200.737
0.550,1.203,6.937,4.112,200.773
0.550,1.203,6.937,4.112,200.810
0.551,1.203,6.937,4.112,200.846
0.551,1.203,6.937,4.112,200.882
0.551,1.203,6.937,4.112,200.918
0.551,1.203,6.937,4.112,200.954
0.551,1.203,6.937,4.112,200.990
0.551,1.203,6.937,4.112,201.026
0.551,1.203,6.937,4.112,201.062
0.551,1.203,6.937,4.112,201.099
0.551,1.203,6.937,4.112,201.135
0.551,1.203,6.937,4.112,201.171
0.552,1.203,6.937,4.112,201.207
0.552,1.203,6.937,4.112,201.243
0.552,1.203,6.937,4.112,201.279
0.552,1.203,6.937,4.112,201.315
0.552,1.203,6.937,4.112,201.351
0.552,1.203,6.937,4.112,201.388
0.552,1.203,6.937,4.112,201.424
0.552,1.203,6.937,4.112,201.460
0.552,1.203,6.937,4.112,201.496
0.552,1.203,6.937,4.112,201.532
0.553,1.203,6.937,4.112,201.568
0.553,1.203,6.937,4.112,201.604
0.553,1.203,6.937,4.112,201.640
0.553,1.203,6.937,4.112,201.676
0.553,1.203,6.937,4.112,201.713
0.553,1.203,6.937,4.112,201.749
0.553,1.203,6.937,4.112,201.785
0.553,1.203,6.937,4.112,201.821
0.553,1.203,6.937,4.112,201.857
0.553,1.203,6.937,4.112,201.893
