Time,id,iq,Te,omega_m
0.789,1.203,6.937,4.112,287.135
0.790,1.203,6.937,4.112,287.172
0.790,1.203,6.937,4.112,287.208
0.790,1.203,6.937,4.112,287.244
0.790,1.203,6.937,4.112,287.280
0.790,1.203,6.937,4.112,287.316
0.790,1.203,6.937,4.112,287.352
0.790,1.203,6.937,4.112,287.388
0.790,1.203,6.937,4.112,287.424
0.790,1.203,6.937,4.112,287.460
0.790,1.203,6.937,4.112,287.497
0.791,1.203,6.937,4.112,287.533
0.791,1.203,6.937,4.112,287.569
0.791,1.203,6.937,4.112,287.605
0.791,1.203,6.937,4.112,287.641
0.791,1.203,6.937,4.112,287.677
0.791,1.203,6.937,4.112,287.713
0.791,1.203,6.937,4.112,287.749
0.791,1.203,6.937,4.112,287.786
0.791,1.203,6.937,4.112,287.822
0.791,1.203,6.937,4.112,287.858
0.792,1.203,6.937,4.112,287.894
0.792,1.203,6.937,4.112,287.930
0.792,1.203,6.937,4.112,287.966
0.792,1.203,6.937,4.112,288.002
0.792,1.203,6.937,4.112,288.038
0.792,1.203,6.937,4.112,288.075
0.792,1.203,6.937,4.112,288.111
0.792,1.203,6.937,4.112,288.147
0.792,1.203,6.937,4.112,288.183
0.792,1.203,6.937,4.112,288.219
0.793,1.203,6.937,4.112,288.255
0.793,1.203,6.937,4.112,288.291
0.793,1.203,6.937,4.112,288.327
0.793,1.203,6.937,4.112,288.363
0.793,1.203,6.937,4.112,288.400
0.793,1.203,6.937,4.112,288.436
0.793,1.203,6.937,4.112,288.472
0.793,1.203,6.937,4.112,288.508
0.793,1.203,6.937,4.112,288.544
0.793,1.203,6.937,4.112,288.580
0.794,1.203,6.937,4.112,288.616
0.794,1.203,6.937,4.112,288.652
0.794,1.203,6.937,4.112,288.689
0.794,1.203,6.937,4.112,288.725
0.794,1.203,6.937,4.112,288.761
0.794,1.203,6.937,4.112,288.797
0.794,1.203,6.937,4.112,288.833
0.794,1.203,6.937,4.112,288.869
0.794,1.203,6.937,4.112,288.905
0.794,1.203,6.937,4.112,288.941
0.795,1.203,6.937,4.112,288.978
0.795,1.203,6.937,4.112,289.014
0.795,1.203,6.937,4.112,289.050
0.795,1.203,6.937,4.112,289.086
0.795,1.203,6.937,4.112,289.122
0.795,1.203,6.937,4.112,289.158
0.795,1.203,6.937,4.112,289.194
0.795,1.203,6.937,4.112,289.230
0.795,1.203,6.937,4.112,289.266
0.795,1.203,6.937,4.112,289.303
0.796,1.203,6.937,4.112,289.339
0.796,1.203,6.937,4.112,289.375
0.796,1.203,6.937,4.112,289.411
0.796,1.203,6.937,4.112,289.447
0.796,1.203,6.937,4.112,289.483
0.796,1.203,6.937,4.112,289.519
0.796,1.203,6.937,4.112,289.555
0.796,1.203,6.937,4.112,289.592
0.796,1.203,6.937,4.112,289.628
0.796,1.203,6.937,4.112,289.664
0.797,1.203,6.937,4.112,289.700
0.797,1.203,6.937,4.112,289.736
0.797,1.203,6.937,4.112,289.772
0.797,1.203,6.937,4.112,289.808
0.797,1.203,6.937,4.112,289.844
0.797,1.203,6.937,4.112,289.881
0.797,1.203,6.937,4.112,289.917
0.797,1.203,6.937,4.112,289.953
0.797,1.203,6.937,4.112,289.989
0.797,1.203,6.937,4.112,290.025
0.798,1.203,6.937,4.112,290.061
0.798,1.203,6.937,4.112,290.097
0.798,1.203,6.937,4.112,290.133
0.798,1.203,6.937,4.112,290.169
0.798,1.203,6.937,4.112,290.206
0.798,1.203,6.937,4.112,290.242
0.798,1.203,6.937,4.112,290.278
0.798,1.203,6.937,4.112,290.314
0.798,1.203,6.937,4.112,290.350
0.798,1.203,6.937,4.112,290.386
0.799,1.203,6.937,4.112,290.422
0.799,1.203,6.937,4.112,290.458
0.799,1.203,6.937,4.112,290.495
0.799,1.203,6.937,4.112,290.531
0.799,1.203,6.937,4.112,290.567
0.799,1.203,6.937,4.112,290.603
0.799,1.203,6.937,4.112,290.639
0.799,1.203,6.937,4.112,290.675
0.799,1.203,6.937,4.112,290.711
0.799,1.203,6.937,4.112,290.747
0.800,1.203,6.937,4.112,290.783
0.800,1.203,6.937,4.112,290.820
0.800,1.203,6.937,4.112,290.856
0.800,1.203,6.937,4.112,290.892
0.800,1.203,6.937,4.112,290.928
0.800,1.203,6.937,4.112,290.964
0.800,1.203,6.937,4.112,291.000
0.800,1.203,6.937,4.112,291.036
0.800,1.203,6.937,4.112,291.072
0.800,1.203,6.937,4.112,291.109
0.801,1.203,6.937,4.112,291.145
0.801,1.203,6.937,4.112,291.181
0.801,1.203,6.937,4.112,291.217
0.801,1.203,6.937,4.112,291.253
0.801,1.203,6.937,4.112,291.289
0.801,1.203,6.937,4.112,291.325
0.801,1.203,6.937,4.112,291.361
0.801,1.203,6.937,4.112,291.398
0.801,1.203,6.937,4.112,291.434
0.801,1.203,6.937,4.112,291.470
0.802,1.203,6.937,4.112,291.506
0.802,1.203,6.937,4.112,291.542
0.802,1.203,6.937,4.112,291.578
0.802,1.203,6.937,4.112,291.614
0.802,1.203,6.937,4.112,291.650
0.802,1.203,6.937,4.112,291.686
0.802,1.203,6.937,4.112,291.723
0.802,1.203,6.937,4.112,291.759
0.802,1.203,6.937,4.112,291.795
0.802,1.203,6.937,4.112,291.831
0.803,1.203,6.937,4.112,291.867
0.803,1.203,6.937,4.112,291.903
0.803,1.203,6.937,4.112,291.939
0.803,1.203,6.937,4.112,291.975
0.803,1.203,6.937,4.112,292.012
0.803,1.203,6.937,4.112,292.048
0.803,1.203,6.937,4.112,292.084
0.803,1.203,6.937,4.112,292.120
0.803,1.203,6.937,4.112,292.156
0.803,1.203,6.937,4.112,292.192
0.804,1.203,6.937,4.112,292.228
0.804,1.203,6.937,4.112,292.264
0.804,1.203,6.937,4.112,292.301
0.804,1.203,6.937,4.112,292.337
0.804,1.203,6.937,4.112,292.373
0.804,1.203,6.937,4.112,292.409
0.804,1.203,6.937,4.112,292.445
0.804,1.203,6.937,4.112,292.481
0.804,1.203,6.937,4.112,292.517
0.804,1.203,6.937,4.112,292.553
0.805,1.203,6.937,4.112,292.589
0.805,1.203,6.937,4.112,292.626
0.805,1.203,6.937,4.112,292.662
0.805,1.203,6.937,4.112,292.698
0.805,1.203,6.937,4.112,292.734
0.805,1.203,6.937,4.112,292.770
0.805,1.203,6.937,4.112,292.806
0.805,1.203,6.937,4.112,292.842
0.805,1.203,6.937,4.112,292.878
0.805,1.203,6.937,4.112,292.915
0.806,1.203,6.937,4.112,292.951
0.806,1.203,6.937,4.112,292.987
0.806,1.203,6.937,4.112,293.023
0.806,1.203,6.937,4.112,293.059
0.806,1.203,6.937,4.112,293.095
0.806,1.203,6.937,4.112,293.131
0.806,1.203,6.937,4.112,293.167
0.806,1.203,6.937,4.112,293.204
0.806,1.203,6.937,4.112,293.240
0.806,1.203,6.937,4.112,293.276
0.807,1.203,6.937,4.112,293.312
0.807,1.203,6.937,4.112,293.348
0.807,1.203,6.937,4.112,293.384
0.807,1.203,6.937,4.112,293.420
0.807,1.203,6.937,4.112,293.456
0.807,1.203,6.937,4.112,293.492
0.807,1.203,6.937,4.112,293.529
0.807,1.203,6.937,4.112,293.565
0.807,1.203,6.937,4.112,293.601
0.807,1.203,6.937,4.112,293.637
0.808,1.203,6.937,4.112,293.673
0.808,1.203,6.937,4.112,293.709
0.808,1.203,6.937,4.112,293.745
0.808,1.203,6.937,4.112,293.781
0.808,1.203,6.937,4.112,293.818
0.808,1.203,6.937,4.112,293.854
0.808,1.203,6.937,4.112,293.890
0.808,1.203,6.937,4.112,293.926
0.808,1.203,6.937,4.112,293.962
0.808,1.203,6.937,4.112,293.998
0.809,1.203,6.937,4.112,294.034
0.809,1.203,6.937,4.112,294.070
0.809,1.203,6.937,4.112,294.106
0.809,1.203,6.937,4.112,294.143
0.809,1.203,6.937,4.112,294.179
0.809,1.203,6.937,4.112,294.215
0.809,1.203,6.937,4.112,294.251
0.809,1.203,6.937,4.112,294.287
0.809,1.203,6.937,4.112,294.323
0.809,1.203,6.937,4.112,294.359
0.810,1.203,6.937,4.112,294.395
0.810,1.203,6.937,4.112,294.432
0.810,1.203,6.937,4.112,294.468
0.810,1.203,6.937,4.112,294.504
0.810,1.203,6.937,4.112,294.540
0.810,1.203,6.937,4.112,294.576
0.810,1.203,6.937,4.112,294.612
0.810,1.203,6.937,4.112,294.648
0.810,1.203,6.937,4.112,294.684
0.810,1.203,6.937,4.112,294.721
0.811,1.203,6.937,4.112,294.757
0.811,1.203,6.937,4.112,294.793
0.811,1.203,6.937,4.112,294.829
0.811,1.203,6.937,4.112,294.865
0.811,1.203,6.937,4.112,294.901
0.811,1.203,6.937,4.112,294.937
0.811,1.203,6.937,4.112,294.973
0.811,1.203,6.937,4.112,295.009
0.811,1.203,6.937,4.112,295.046
0.811,1.203,6.937,4.112,295.082
0.812,1.203,6.937,4.112,295.118
0.812,1.203,6.937,4.112,295.154
0.812,1.203,6.937,4.112,295.190
0.812,1.203,6.937,4.112,295.226
0.812,1.203,6.937,4.112,295.262
0.812,1.203,6.937,4.112,295.298
0.812,1.203,6.937,4.112,295.335
0.812,1.203,6.937,4.112,295.371
0.812,1.203,6.937,4.112,295.407
0.812,1.203,6.937,4.112,295.443
0.813,1.203,6.937,4.112,295.479
0.813,1.203,6.937,4.112,295.515
0.813,1.203,6.937,4.112,295.551
0.813,1.203,6.937,4.112,295.587
0.813,1.203,6.937,4.112,295.624
0.813,1.203,6.937,4.112,295.660
0.813,1.203,6.937,4.112,295.696
0.813,1.203,6.937,4.112,295.732
0.813,1.203,6.937,4.112,295.768
0.813,1.203,6.937,4.112,295.804
0.814,1.203,6.937,4.112,295.840
0.814,1.203,6.937,4.112,295.876
0.814,1.203,6.937,4.112,295.912
0.814,1.203,6.937,4.112,295.949
0.814,1.203,6.937,4.112,295.985
0.814,1.203,6.937,4.112,296.021
0.814,1.203,6.937,4.112,296.057
0.814,1.203,6.937,4.112,296.093
0.814,1.203,6.937,4.112,296.129
0.814,1.203,6.937,4.112,296.165
0.815,1.203,6.937,4.112,296.201
0.815,1.203,6.937,4.112,296.238
0.815,1.203,6.937,4.112,296.274
0.815,1.203,6.937,4.112,296.310
0.815,1.203,6.937,4.112,296.346
0.815,1.203,6.937,4.112,296.382
0.815,1.203,6.937,4.112,296.418
0.815,1.203,6.937,4.112,296.454
0.815,1.203,6.937,4.112,296.490
0.815,1.203,6.937,4.112,296.527
0.816,1.203,6.937,4.112,296.563
0.816,1.203,6.937,4.112,296.599
0.816,1.203,6.937,4.112,296.635
0.816,1.203,6.937,4.112,296.671
0.816,1.203,6.937,4.112,296.707
0.816,1.203,6.937,4.112,296.743
0.816,1.203,6.937,4.112,296.779
0.816,1.203,6.937,4.112,296.815
0.816,1.203,6.937,4.112,296.852
0.816,1.203,6.937,4.112,296.888
0.817,1.203,6.937,4.112,296.924
0.817,1.203,6.937,4.112,296.960
0.817,1.203,6.937,4.112,296.996
0.817,1.203,6.937,4.112,297.032
0.817,1.203,6.937,4.112,297.068
0.817,1.203,6.937,4.112,297.104
0.817,1.203,6.937,4.112,297.141
0.817,1.203,6.937,4.112,297.177
0.817,1.203,6.937,4.112,297.213
0.817,1.203,6.937,4.112,297.249
0.818,1.203,6.937,4.112,297.285
0.818,1.203,6.937,4.112,297.321
0.818,1.203,6.937,4.112,297.357
0.818,1.203,6.937,4.112,297.393
0.818,1.203,6.937,4.112,297.429
0.818,1.203,6.937,4.112,297.466
0.818,1.203,6.937,4.112,297.502
0.818,1.203,6.937,4.112,297.538
0.818,1.203,6.937,4.112,297.574
0.818,1.203,6.937,4.112,297.610
0.819,1.203,6.937,4.112,297.646
0.819,1.203,6.937,4.112,297.682
0.819,1.203,6.937,4.112,297.718
0.819,1.203,6.937,4.112,297.755
0.819,1.203,6.937,4.112,297.791
0.819,1.203,6.937,4.112,297.827
0.819,1.203,6.937,4.112,297.863
0.819,1.203,6.937,4.112,297.899
0.819,1.203,6.937,4.112,297.935
0.819,1.203,6.937,4.112,297.971
0.820,1.203,6.937,4.112,298.007
0.820,1.203,6.937,4.112,298.044
0.820,1.203,6.937,4.112,298.080
0.820,1.203,6.937,4.112,298.116
0.820,1.203,6.937,4.112,298.152
0.820,1.203,6.937,4.112,298.188
0.820,1.203,6.937,4.112,298.224
0.820,1.203,6.937,4.112,298.260
0.820,1.203,6.937,4.112,298.296
0.820,1.203,6.937,4.112,298.332
0.821,1.203,6.937,4.112,298.369
0.821,1.203,6.937,4.112,298.405
0.821,1.203,6.937,4.112,298.441
0.821,1.203,6.937,4.112,298.477
0.821,1.203,6.937,4.112,298.513
0.821,1.203,6.937,4.112,298.549
0.821,1.203,6.937,4.112,298.585
0.821,1.203,6.937,4.112,298.621
0.821,1.203,6.937,4.112,298.658
0.821,1.203,6.937,4.112,298.694
0.822,1.203,6.937,4.112,298.730
0.822,1.203,6.937,4.112,298.766
0.822,1.203,6.937,4.112,298.802
0.822,1.203,6.937,4.112,298.838
0.822,1.203,6.937,4.112,298.874
0.822,1.203,6.937,4.112,298.910
0.822,1.203,6.937,4.112,298.947
0.822,1.203,6.937,4.112,298.983
0.822,1.203,6.937,4.112,299.019
0.822,1.203,6.937,4.112,299.055
0.823,1.203,6.937,4.112,299.091
0.823,1.203,6.937,4.112,299.127
0.823,1.203,6.937,4.112,299.163
0.823,1.203,6.937,4.112,299.199
0.823,1.203,6.937,4.112,299.235
0.823,1.203,6.937,4.112,299.272
0.823,1.203,6.937,4.112,299.308
0.823,1.203,6.937,4.112,299.344
0.823,1.203,6.937,4.112,299.380
0.823,1.203,6.937,4.112,299.416
0.824,1.203,6.937,4.112,299.452
0.824,1.203,6.937,4.112,299.488
0.824,1.203,6.937,4.112,299.524
0.824,1.203,6.937,4.112,299.561
0.824,1.203,6.937,4.112,299.597
0.824,1.203,6.937,4.112,299.633
0.824,1.203,6.937,4.112,299.669
0.824,1.203,6.937,4.112,299.705
0.824,1.203,6.937,4.112,299.741
0.824,1.203,6.937,4.112,299.777
0.825,1.203,6.937,4.112,299.813
0.825,1.203,6.937,4.112,299.850
0.825,1.203,6.937,4.112,299.886
0.825,1.203,6.937,4.112,299.922
0.825,1.203,6.937,4.112,299.958
0.825,1.203,6.937,4.112,299.994
0.825,1.203,6.937,4.112,300.030
0.825,1.203,6.937,4.112,300.066
0.825,1.203,6.937,4.112,300.102
0.825,1.203,6.937,4.112,300.138
0.826,1.203,6.937,4.112,300.175
0.826,1.203,6.937,4.112,300.211
0.826,1.203,6.937,4.112,300.247
0.826,1.203,6.937,4.112,300.283
0.826,1.203,6.937,4.112,300.319
0.826,1.203,6.937,4.112,300.355
0.826,1.203,6.937,4.112,300.391
0.826,1.203,6.937,4.112,300.427
0.826,1.203,6.937,4.112,300.464
0.826,1.203,6.937,4.112,300.500
0.827,1.203,6.937,4.112,300.536
0.827,1.203,6.937,4.112,300.572
0.827,1.203,6.937,4.112,300.608
0.827,1.203,6.937,4.112,300.644
0.827,1.203,6.937,4.112,300.680
0.827,1.203,6.937,4.112,300.716
0.827,1.203,6.937,4.112,300.752
0.827,1.203,6.937,4.112,300.789
0.827,1.203,6.937,4.112,300.825
0.827,1.203,6.937,4.112,300.861
0.828,1.203,6.937,4.112,300.897
0.828,1.203,6.937,4.112,300.933
0.828,1.203,6.937,4.112,300.969
0.828,1.203,6.937,4.112,301.005
0.828,1.203,6.937,4.112,301.041
0.828,1.203,6.937,4.112,301.078
0.828,1.203,6.937,4.112,301.114
0.828,1.203,6.937,4.112,301.150
0.828,1.203,6.937,4.112,301.186
0.828,1.203,6.937,4.112,301.222
0.829,1.203,6.937,4.112,301.258
0.829,1.203,6.937,4.112,301.294
0.829,1.203,6.937,4.112,301.330
0.829,1.203,6.937,4.112,301.367
0.829,1.203,6.937,4.112,301.403
0.829,1.203,6.937,4.112,301.439
0.829,1.203,6.937,4.112,301.475
0.829,1.203,6.937,4.112,301.511
0.829,1.203,6.937,4.112,301.547
0.829,1.203,6.937,4.112,301.583
0.830,1.203,6.937,4.112,301.619
0.830,1.203,6.937,4.112,301.655
0.830,1.203,6.937,4.112,301.692
0.830,1.203,6.937,4.112,301.728
0.830,1.203,6.937,4.112,301.764
0.830,1.203,6.937,4.112,301.800
0.830,1.203,6.937,4.112,301.836
0.830,1.203,6.937,4.112,301.872
0.830,1.203,6.937,4.112,301.908
0.830,1.203,6.937,4.112,301.944
0.831,1.203,6.937,4.112,301.981
0.831,1.203,6.937,4.112,302.017
0.831,1.203,6.937,4.112,302.053
0.831,1.203,6.937,4.112,302.089
0.831,1.203,6.937,4.112,302.125
0.831,1.203,6.937,4.112,302.161
0.831,1.203,6.937,4.112,302.197
0.831,1.203,6.937,4.112,302.233
0.831,1.203,6.937,4.112,302.270
0.831,1.203,6.937,4.112,302.306
0.832,1.203,6.937,4.112,302.342
0.832,1.203,6.937,4.112,302.378
0.832,1.203,6.937,4.112,302.414
0.832,1.203,6.937,4.112,302.450
0.832,1.203,6.937,4.112,302.486
0.832,1.203,6.937,4.112,302.522
0.832,1.203,6.937,4.112,302.558
0.832,1.203,6.937,4.112,302.595
0.832,1.203,6.937,4.112,302.631
0.832,1.203,6.937,4.112,302.667
0.833,1.203,6.937,4.112,302.703
0.833,1.203,6.937,4.112,302.739
0.833,1.203,6.937,4.112,302.775
0.833,1.203,6.937,4.112,302.811
0.833,1.203,6.937,4.112,302.847
0.833,1.203,6.937,4.112,302.884
0.833,1.203,6.937,4.112,302.920
0.833,1.203,6.937,4.112,302.956
0.833,1.203,6.937,4.112,302.992
0.833,1.203,6.937,4.112,303.028
0.834,1.203,6.937,4.112,303.064
0.834,1.203,6.937,4.112,303.100
0.834,1.203,6.937,4.112,303.136
0.834,1.203,6.937,4.112,303.173
0.834,1.203,6.937,4.112,303.209
0.834,1.203,6.937,4.112,303.245
0.834,1.203,6.937,4.112,303.281
0.834,1.203,6.937,4.112,303.317
0.834,1.203,6.937,4.112,303.353
0.834,1.203,6.937,4.112,303.389
0.835,1.203,6.937,4.112,303.425
0.835,1.203,6.937,4.112,303.461
0.835,1.203,6.937,4.112,303.498
0.835,1.203,6.937,4.112,303.534
0.835,1.203,6.937,4.112,303.570
0.835,1.203,6.937,4.112,303.606
0.835,1.203,6.937,4.112,303.642
0.835,1.203,6.937,4.112,303.678
0.835,1.203,6.937,4.112,303.714
0.835,1.203,6.937,4.112,303.750
0.836,1.203,6.937,4.112,303.787
0.836,1.203,6.937,4.112,303.823
0.836,1.203,6.937,4.112,303.859
0.836,1.203,6.937,4.112,303.895
0.836,1.203,6.937,4.112,303.931
0.836,1.203,6.937,4.112,303.967
0.836,1.203,6.937,4.112,304.003
0.836,1.203,6.937,4.112,304.039
0.836,1.203,6.937,4.112,304.075
0.836,1.203,6.937,4.112,304.112
0.837,1.203,6.937,4.112,304.148
0.837,1.203,6.937,4.112,304.184
0.837,1.203,6.937,4.112,304.220
0.837,1.203,6.937,4.112,304.256
0.837,1.203,6.937,4.112,304.292
0.837,1.203,6.937,4.112,304.328
0.837,1.203,6.937,4.112,304.364
0.837,1.203,6.937,4.112,304.401
0.837,1.203,6.937,4.112,304.437
0.837,1.203,6.937,4.112,304.473
0.838,1.203,6.937,4.112,304.509
0.838,1.203,6.937,4.112,304.545
0.838,1.203,6.937,4.112,304.581
0.838,1.203,6.937,4.112,304.617
0.838,1.203,6.937,4.112,304.653
0.838,1.203,6.937,4.112,304.690
0.838,1.203,6.937,4.112,304.726
0.838,1.203,6.937,4.112,304.762
0.838,1.203,6.937,4.112,304.798
0.838,1.203,6.937,4.112,304.834
0.839,1.203,6.937,4.112,304.870
0.839,1.203,6.937,4.112,304.906
0.839,1.203,6.937,4.112,304.942
0.839,1.203,6.937,4.112,304.978
0.839,1.203,6.937,4.112,305.015
0.839,1.203,6.937,4.112,305.051
0.839,1.203,6.937,4.112,305.087
0.839,1.203,6.937,4.112,305.123
0.839,1.203,6.937,4.112,305.159
0.839,1.203,6.937,4.112,305.195
0.840,1.203,6.937,4.112,305.231
0.840,1.203,6.937,4.112,305.267
0.840,1.203,6.937,4.112,305.304
0.840,1.203,6.937,4.112,305.340
0.840,1.203,6.937,4.112,305.376
0.840,1.203,6.937,4.112,305.412
0.840,1.203,6.937,4.112,305.448
0.840,1.203,6.937,4.112,305.484
0.840,1.203,6.937,4.112,305.520
0.840,1.203,6.937,4.112,305.556
0.841,1.203,6.937,4.112,305.593
0.841,1.203,6.937,4.112,305.629
0.841,1.203,6.937,4.112,305.665
0.841,1.203,6.937,4.112,305.701
0.841,1.203,6.937,4.112,305.737
0.841,1.203,6.937,4.112,305.773
0.841,1.203,6.937,4.112,305.809
0.841,1.203,6.937,4.112,305.845
0.841,1.203,6.937,4.112,305.881
0.841,1.203,6.937,4.112,305.918
0.842,1.203,6.937,4.112,305.954
0.842,1.203,6.937,4.112,305.990
0.842,1.203,6.937,4.112,306.026
0.842,1.203,6.937,4.112,306.062
0.842,1.203,6.937,4.112,306.098
0.842,1.203,6.937,4.112,306.134
0.842,1.203,6.937,4.112,306.170
0.842,1.203,6.937,4.112,306.207
0.842,1.203,6.937,4.112,306.243
0.842,1.203,6.937,4.112,306.279
0.843,1.203,6.937,4.112,306.315
0.843,1.203,6.937,4.112,306.351
0.843,1.203,6.937,4.112,306.387
0.843,1.203,6.937,4.112,306.423
0.843,1.203,6.937,4.112,306.459
0.843,1.203,6.937,4.112,306.496
0.843,1.203,6.937,4.112,306.532
0.843,1.203,6.937,4.112,306.568
0.843,1.203,6.937,4.112,306.604
0.843,1.203,6.937,4.112,306.640
0.844,1.203,6.937,4.112,306.676
0.844,1.203,6.937,4.112,306.712
0.844,1.203,6.937,4.112,306.748
0.844,1.203,6.937,4.112,306.784
0.844,1.203,6.937,4.112,306.821
0.844,1.203,6.937,4.112,306.857
0.844,1.203,6.937,4.112,306.893
0.844,1.203,6.937,4.112,306.929
0.844,1.203,6.937,4.112,306.965
0.844,1.203,6.937,4.112,307.001
0.845,1.203,6.937,4.112,307.037
0.845,1.203,6.937,4.112,307.073
0.845,1.203,6.937,4.112,307.110
0.845,1.203,6.937,4.112,307.146
0.845,1.203,6.937,4.112,307.182
0.845,1.203,6.937,4.112,307.218
0.845,1.203,6.937,4.112,307.254
0.845,1.203,6.937,4.112,307.290
0.845,1.203,6.937,4.112,307.326
0.845,1.203,6.937,4.112,307.362
0.846,1.203,6.937,4.112,307.398
0.846,1.203,6.937,4.112,307.435
0.846,1.203,6.937,4.112,307.471
0.846,1.203,6.937,4.112,307.507
0.846,1.203,6.937,4.112,307.543
0.846,1.203,6.937,4.112,307.579
0.846,1.203,6.937,4.112,307.615
0.846,1.203,6.937,4.112,307.651
0.846,1.203,6.937,4.112,307.687
0.846,1.203,6.937,4.112,307.724
0.847,1.203,6.937,4.112,307.760
0.847,1.203,6.937,4.112,307.796
0.847,1.203,6.937,4.112,307.832
0.847,1.203,6.937,4.112,307.868
0.847,1.203,6.937,4.112,307.904
0.847,1.203,6.937,4.112,307.940
0.847,1.203,6.937,4.112,307.976
0.847,1.203,6.937,4.112,308.013
0.847,1.203,6.937,4.112,308.049
0.847,1.203,6.937,4.112,308.085
0.848,1.203,6.937,4.112,308.121
0.848,1.203,6.937,4.112,308.157
0.848,1.203,6.937,4.112,308.193
0.848,1.203,6.937,4.112,308.229
0.848,1.203,6.937,4.112,308.265
0.848,1.203,6.937,4.112,308.301
0.848,1.203,6.937,4.112,308.338
0.848,1.203,6.937,4.112,308.374
0.848,1.203,6.937,4.112,308.410
0.848,1.203,6.937,4.112,308.446
0.849,1.203,6.937,4.112,308.482
0.849,1.203,6.937,4.112,308.518
0.849,1.203,6.937,4.112,308.554
0.849,1.203,6.937,4.112,308.590
0.849,1.203,6.937,4.112,308.627
0.849,1.203,6.937,4.112,308.663
0.849,1.203,6.937,4.112,308.699
0.849,1.203,6.937,4.112,308.735
0.849,1.203,6.937,4.112,308.771
0.849,1.203,6.937,4.112,308.807
0.850,1.203,6.937,4.112,308.843
0.850,1.203,6.937,4.112,308.879
0.850,1.203,6.937,4.112,308.916
0.850,1.203,6.937,4.112,308.952
0.850,1.203,6.937,4.112,308.988
0.850,1.203,6.937,4.112,309.024
0.850,1.203,6.937,4.112,309.060
0.850,1.203,6.937,4.112,309.096
0.850,1.203,6.937,4.112,309.132
0.850,1.203,6.937,4.112,309.168
0.851,1.203,6.937,4.112,309.204
0.851,1.203,6.937,4.112,309.241
0.851,1.203,6.937,4.112,309.277
0.851,1.203,6.937,4.112,309.313
0.851,1.203,6.937,4.112,309.349
0.851,1.203,6.937,4.112,309.385
0.851,1.203,6.937,4.112,309.421
0.851,1.203,6.937,4.112,309.457
0.851,1.203,6.937,4.112,309.493
0.851,1.203,6.937,4.112,309.530
0.852,1.203,6.937,4.112,309.566
0.852,1.203,6.937,4.112,309.602
0.852,1.203,6.937,4.112,309.638
0.852,1.203,6.937,4.112,309.674
0.852,1.203,6.937,4.112,309.710
0.852,1.203,6.937,4.112,309.746
0.852,1.203,6.937,4.112,309.782
0.852,1.203,6.937,4.112,309.819
0.852,1.203,6.937,4.112,309.855
0.852,1.203,6.937,4.112,309.891
0.853,1.203,6.937,4.112,309.927
0.853,1.203,6.937,4.112,309.963
0.853,1.203,6.937,4.112,309.999
0.853,1.203,6.937,4.112,310.035
0.853,1.203,6.937,4.112,310.071
0.853,1.203,6.937,4.112,310.107
0.853,1.203,6.937,4.112,310.144
0.853,1.203,6.937,4.112,310.180
0.853,1.203,6.937,4.112,310.216
0.853,1.203,6.937,4.112,310.252
0.854,1.203,6.937,4.112,310.288
0.854,1.203,6.937,4.112,310.324
0.854,1.203,6.937,4.112,310.360
0.854,1.203,6.937,4.112,310.396
0.854,1.203,6.937,4.112,310.433
0.854,1.203,6.937,4.112,310.469
0.854,1.203,6.937,4.112,310.505
0.854,1.203,6.937,4.112,310.541
0.854,1.203,6.937,4.112,310.577
0.854,1.203,6.937,4.112,310.613
0.855,1.203,6.937,4.112,310.649
0.855,1.203,6.937,4.112,310.685
0.855,1.203,6.937,4.112,310.721
0.855,1.203,6.937,4.112,310.758
0.855,1.203,6.937,4.112,310.794
0.855,1.203,6.937,4.112,310.830
0.855,1.203,6.937,4.112,310.866
0.855,1.203,6.937,4.112,310.902
0.855,1.203,6.937,4.112,310.938
0.855,1.203,6.937,4.112,310.974
0.856,1.203,6.937,4.112,311.010
0.856,1.203,6.937,4.112,311.047
0.856,1.203,6.937,4.112,311.083
0.856,1.203,6.937,4.112,311.119
0.856,1.203,6.937,4.112,311.155
0.856,1.203,6.937,4.112,311.191
0.856,1.203,6.937,4.112,311.227
0.856,1.203,6.937,4.112,311.263
0.856,1.203,6.937,4.112,311.299
0.856,1.203,6.937,4.112,311.336
0.857,1.203,6.937,4.112,311.372
0.857,1.203,6.937,4.112,311.408
0.857,1.203,6.937,4.112,311.444
0.857,1.203,6.937,4.112,311.480
0.857,1.203,6.937,4.112,311.516
0.857,1.203,6.937,4.112,311.552
0.857,1.203,6.937,4.112,311.588
0.857,1.203,6.937,4.112,311.624
0.857,1.203,6.937,4.112,311.661
0.857,1.203,6.937,4.112,311.697
0.858,1.203,6.937,4.112,311.733
0.858,1.203,6.937,4.112,311.769
0.858,1.203,6.937,4.112,311.805
0.858,1.203,6.937,4.112,311.841
0.858,1.203,6.937,4.112,311.877
0.858,1.203,6.937,4.112,311.913
0.858,1.203,6.937,4.112,311.950
0.858,1.203,6.937,4.112,311.986
0.858,1.203,6.937,4.112,312.022
0.858,1.203,6.937,4.112,312.058
0.859,1.203,6.937,4.112,312.094
0.859,1.203,6.937,4.112,312.130
0.859,1.203,6.937,4.112,312.166
0.859,1.203,6.937,4.112,312.202
0.859,1.203,6.937,4.112,312.239
0.859,1.203,6.937,4.112,312.275
0.859,1.203,6.937,4.112,312.311
0.859,1.203,6.937,4.112,312.347
